Keyword1,Keyword2,Weight
Unmanned aerial vehicles,Visualization,1
Computational modeling,Computer vision,3
Computational modeling,Kernel,3
Computer vision,Emotion recognition,4
Computer vision,Kernel,1
Computer vision,Mood,1
Face recognition,Kernel,1
Face recognition,Mood,2
Kernel,Mood,1
Computer architecture,Monitoring,1
Computer architecture,Robots,3
Data mining,Robots,1
Feature extraction,Robots,4
Monitoring,Robots,1
Data mining,Sun,1
Data mining,Tools,1
Machine learning,Social networking (online),2
Machine learning,Sun,1
Sentiment analysis,Sun,1
Social networking (online),Sun,1
Sun,Task analysis,1
Sun,Tools,1
Australia,Hidden Markov models,1
Australia,Semisupervised learning,1
Semisupervised learning,Speech recognition,1
Semisupervised learning,Task analysis,1
Acoustics,Image segmentation,1
Acoustics,Spectrogram,1
Emotion recognition,Spectrogram,1
Image segmentation,Neural networks,1
Image segmentation,Spectrogram,1
Neural networks,Spectrogram,1
Spectrogram,Speech recognition,2
Computational modeling,Face,5
Computer vision,Interviews,2
Computer vision,Predictive models,1
Face,Interviews,1
Face,Predictive models,1
Face,Videos,11
Interviews,Predictive models,2
Correlation,Decision making,2
Correlation,Education,1
Correlation,Twitter,2
Decision making,Education,1
Decision making,Linguistics,1
Decision making,Twitter,1
Education,Linguistics,1
Education,Psychology,2
Education,Twitter,1
Linguistics,Twitter,1
Psychology,Twitter,1
Correlation,Neural networks,2
Data mining,Fuses,1
Data mining,Neural networks,1
Emotion recognition,Fuses,1
Fuses,Neural networks,1
Fuses,Speech recognition,1
Brain modeling,Mathematical model,1
Brain modeling,Reactive power,1
Brain modeling,Time series analysis,2
Data models,Mathematical model,2
Data models,Reactive power,1
Data models,Time series analysis,2
Mathematical model,Reactive power,1
Mathematical model,Time series analysis,2
Reactive power,Semantics,1
Reactive power,Time series analysis,1
Semantics,Time series analysis,1
Calibration,Cameras,1
Calibration,Estimation,1
Calibration,Gaze tracking,1
Calibration,Hardware,1
Calibration,Ice,1
Calibration,Video recording,1
Cameras,Estimation,4
Cameras,Gaze tracking,1
Cameras,Hardware,1
Cameras,Ice,1
Estimation,Gaze tracking,1
Estimation,Hardware,1
Estimation,Ice,1
Estimation,Video recording,1
Gaze tracking,Hardware,1
Gaze tracking,Ice,1
Gaze tracking,Video recording,1
Hardware,Ice,1
Hardware,Video recording,1
Ice,Video recording,1
Conductors,Kinematics,1
Conductors,Music,1
Conductors,Performance evaluation,1
Conductors,Psychology,1
Conductors,Synchronization,1
Kinematics,Music,1
Kinematics,Performance evaluation,1
Kinematics,Synchronization,1
Music,Performance evaluation,1
Music,Psychology,3
Music,Synchronization,1
Performance evaluation,Psychology,1
Performance evaluation,Synchronization,1
Psychology,Synchronization,3
Biological system modeling,Force,1
Biological system modeling,Game theory,1
Biological system modeling,Market research,1
Biological system modeling,Psychology,3
Biological system modeling,Solid modeling,2
Force,Game theory,1
Force,Games,2
Force,Market research,1
Force,Psychology,1
Force,Solid modeling,1
Game theory,Games,1
Game theory,Market research,1
Game theory,Psychology,1
Game theory,Solid modeling,1
Games,Solid modeling,2
Market research,Psychology,1
Market research,Solid modeling,1
Psychology,Solid modeling,1
Brain modeling,Erbium,2
Brain modeling,Reservoirs,1
Electroencephalography,Erbium,2
Electroencephalography,Reservoirs,1
Emotion recognition,Reservoirs,1
Erbium,Feature extraction,1
Erbium,Reservoirs,1
Feature extraction,Reservoirs,1
Reservoirs,Task analysis,1
Bayes methods,Biomedical monitoring,1
Bayes methods,Brain modeling,1
Bayes methods,Heart beat,1
Bayes methods,Time series analysis,1
Biomedical monitoring,Heart beat,2
Biomedical monitoring,Time series analysis,1
Biomedical monitoring,Uncertainty,1
Brain modeling,Heart beat,1
Computational modeling,Heart beat,1
Computational modeling,Time series analysis,3
Heart beat,Time series analysis,1
Heart beat,Uncertainty,1
Time series analysis,Uncertainty,1
Correlation,Games,2
Games,Gold,1
Barium,Cameras,1
Barium,Complexity theory,1
Barium,Convolutional neural networks,1
Barium,Emotional responses,1
Barium,Mood,1
Barium,Motion pictures,1
Cameras,Complexity theory,1
Cameras,Convolutional neural networks,1
Cameras,Emotional responses,1
Cameras,Mood,3
Cameras,Motion pictures,3
Complexity theory,Convolutional neural networks,1
Complexity theory,Emotional responses,1
Complexity theory,Mood,2
Complexity theory,Motion pictures,1
Convolutional neural networks,Emotional responses,1
Convolutional neural networks,Mood,2
Convolutional neural networks,Motion pictures,1
Emotional responses,Mood,1
Emotional responses,Motion pictures,1
Mood,Motion pictures,1
Acoustics,Production,1
Acoustics,Sociology,1
Acoustics,Speech processing,5
Feature extraction,Production,2
Feature extraction,Sociology,2
Production,Sociology,1
Production,Speech processing,2
Production,Speech recognition,2
Sociology,Speech processing,1
Sociology,Speech recognition,1
Speech processing,Speech recognition,8
Computational modeling,Gallium nitride,1
Computational modeling,Generative adversarial networks,1
Data models,Gallium nitride,1
Data models,Generative adversarial networks,4
Data models,Generators,1
Emotion recognition,Gallium nitride,1
Gallium nitride,Generators,1
Gallium nitride,Speech recognition,1
Generative adversarial networks,Speech recognition,3
Adaptation models,Appraisal,2
Adaptation models,Prediction algorithms,1
Appraisal,Data models,1
Appraisal,Prediction algorithms,1
Appraisal,Prototypes,1
Computational modeling,Prediction algorithms,1
Computational modeling,Prototypes,3
Data models,Prediction algorithms,1
Prediction algorithms,Predictive models,2
Prediction algorithms,Prototypes,1
Predictive models,Prototypes,1
Biological neural networks,Computational modeling,1
Biological neural networks,Electrodes,1
Computational modeling,Electrodes,1
Complexity theory,Face,1
Complexity theory,Facial features,1
Complexity theory,Feature extraction,2
Complexity theory,Network architecture,1
Complexity theory,Training,1
Face,Facial features,4
Face,Network architecture,1
Facial features,Network architecture,1
Facial features,Task analysis,1
Facial features,Training,5
Feature extraction,Network architecture,1
Network architecture,Task analysis,1
Network architecture,Training,1
Computer architecture,Image recognition,2
Convolutional neural networks,Image recognition,1
Emotion recognition,Image recognition,2
Benchmark testing,Machine learning,1
Benchmark testing,Market research,1
Benchmark testing,Motion pictures,1
Benchmark testing,Videos,1
Benchmark testing,YouTube,1
Machine learning,Market research,2
Machine learning,YouTube,2
Market research,Motion pictures,1
Market research,Videos,2
Market research,YouTube,1
Motion pictures,Videos,5
Motion pictures,YouTube,2
Face,Motion segmentation,1
Face,Skin,2
Face,Strain,3
Face recognition,Motion segmentation,1
Feature extraction,Motion segmentation,3
Motion segmentation,Skin,1
Motion segmentation,Strain,1
Skin,Strain,1
Computational modeling,Standards,2
Labeling,Pain,1
Labeling,Standards,1
Machine learning,Pain,2
Machine learning,Standards,1
Pain,Physiology,4
Pain,Standards,1
Standards,Task analysis,2
Encoding,Reliability,2
Gold,Reliability,2
Pain,Reliability,3
Feature extraction,Information science,1
Feature extraction,Twitter,1
Feature extraction,Vocabulary,1
Indexes,Information science,1
Indexes,Sentiment analysis,1
Indexes,Task analysis,2
Indexes,Twitter,1
Indexes,Vocabulary,1
Information science,Sentiment analysis,1
Information science,Task analysis,1
Information science,Twitter,1
Information science,Vocabulary,1
Sentiment analysis,Vocabulary,1
Task analysis,Vocabulary,1
Twitter,Vocabulary,1
Delays,Encoding,1
Delays,Face recognition,1
Delays,Predictive models,2
Delays,Recurrent neural networks,1
Delays,Training,1
Delays,Video sequences,1
Encoding,Predictive models,1
Encoding,Video sequences,1
Face recognition,Recurrent neural networks,1
Face recognition,Video sequences,3
Predictive models,Recurrent neural networks,2
Predictive models,Video sequences,1
Recurrent neural networks,Video sequences,1
Training,Video sequences,2
Channel estimation,Computational complexity,1
Channel estimation,Direction-of-arrival estimation,1
Channel estimation,Eigenvalues and eigenfunctions,1
Channel estimation,Estimation,1
Channel estimation,MIMO communication,1
Channel estimation,Principal component analysis,1
Computational complexity,Direction-of-arrival estimation,1
Computational complexity,Eigenvalues and eigenfunctions,1
Computational complexity,Estimation,1
Computational complexity,MIMO communication,1
Computational complexity,Principal component analysis,1
Direction-of-arrival estimation,Eigenvalues and eigenfunctions,1
Direction-of-arrival estimation,Estimation,1
Direction-of-arrival estimation,MIMO communication,1
Direction-of-arrival estimation,Principal component analysis,1
Eigenvalues and eigenfunctions,Estimation,1
Eigenvalues and eigenfunctions,MIMO communication,1
Eigenvalues and eigenfunctions,Principal component analysis,1
Estimation,MIMO communication,1
Estimation,Principal component analysis,2
MIMO communication,Principal component analysis,1
Cognition,Computer vision,1
Cognition,Observers,2
Cognition,Visualization,2
Computational modeling,Observers,4
Feature extraction,Principal component analysis,2
Pain,Principal component analysis,1
Pain,Protocols,1
Pain,Support vector machines,2
Pediatrics,Physiology,1
Pediatrics,Principal component analysis,1
Pediatrics,Protocols,1
Pediatrics,Support vector machines,2
Physiology,Principal component analysis,1
Principal component analysis,Protocols,1
Principal component analysis,Support vector machines,1
Protocols,Support vector machines,2
Affective computing,Conferences,1
Affective computing,Skin,2
Affective computing,Stakeholders,1
Autism,Conferences,1
Autism,Physiology,5
Autism,Skin,1
Autism,Stakeholders,1
Conferences,Feature extraction,1
Conferences,Physiology,1
Conferences,Skin,1
Conferences,Stakeholders,1
Feature extraction,Stakeholders,1
Physiology,Stakeholders,1
Skin,Stakeholders,1
Affective computing,Face,6
Affective computing,Finite element analysis,1
Face,Finite element analysis,1
Face recognition,Finite element analysis,1
Finite element analysis,Task analysis,1
Finite element analysis,Training,1
Finite element analysis,Visualization,1
Acoustics,Electronic mail,1
Acoustics,Eyebrows,1
Acoustics,Videos,3
Electronic mail,Eyebrows,1
Electronic mail,Linguistics,1
Electronic mail,Videos,1
Electronic mail,Visualization,1
Eyebrows,Feature extraction,2
Eyebrows,Linguistics,1
Eyebrows,Videos,1
Eyebrows,Visualization,2
Linguistics,Videos,1
Affective computing,Correlation,1
Affective computing,Numerical models,2
Analytical models,Numerical models,3
Analytical models,Reliability,1
Analytical models,Shape,1
Computational modeling,Numerical models,3
Correlation,Numerical models,1
Correlation,Reliability,1
Correlation,Shape,1
Numerical models,Reliability,1
Numerical models,Shape,1
Reliability,Shape,1
Adaptation models,Affective computing,2
Adaptation models,Evolutionary computation,1
Adaptation models,Interrupters,1
Adaptation models,Taxonomy,1
Affective computing,Evolutionary computation,1
Affective computing,Interrupters,1
Computational modeling,Evolutionary computation,1
Computational modeling,Interrupters,1
Evolutionary computation,Interrupters,1
Evolutionary computation,Psychology,1
Evolutionary computation,Taxonomy,1
Interrupters,Psychology,1
Interrupters,Taxonomy,1
Psychology,Taxonomy,1
Analytical models,Manuals,1
Analytical models,Mood,2
Analytical models,Tagging,1
Analytical models,Twitter,1
Computational modeling,Manuals,1
Computational modeling,Tagging,2
Manuals,Mood,1
Manuals,Tagging,2
Mood,Tagging,2
Mood,Twitter,3
Tagging,Twitter,3
Band-pass filters,Correlation,1
Band-pass filters,Electroencephalography,2
Band-pass filters,Feature extraction,2
Band-pass filters,Image segmentation,1
Band-pass filters,Support vector machines,1
Band-pass filters,Writing,1
Correlation,Image segmentation,1
Correlation,Writing,1
Electroencephalography,Image segmentation,1
Electroencephalography,Writing,1
Image segmentation,Support vector machines,1
Image segmentation,Writing,1
Support vector machines,Writing,1
Accelerometers,Electroencephalography,1
Accelerometers,Gyroscopes,1
Accelerometers,Hardware,1
Accelerometers,Legged locomotion,1
Accelerometers,Magnetometers,1
Accelerometers,Training,1
Electroencephalography,Gyroscopes,1
Electroencephalography,Hardware,1
Electroencephalography,Legged locomotion,1
Electroencephalography,Magnetometers,1
Gyroscopes,Hardware,1
Gyroscopes,Legged locomotion,1
Gyroscopes,Magnetometers,1
Gyroscopes,Training,1
Hardware,Legged locomotion,1
Hardware,Magnetometers,1
Hardware,Training,1
Legged locomotion,Magnetometers,1
Legged locomotion,Training,2
Magnetometers,Training,1
Affective computing,Gold,1
Affective computing,Nervous system,1
Affective computing,Pain,1
Affective computing,Tissue damage,1
Affective computing,Tools,2
Gold,Nervous system,1
Gold,Tissue damage,1
Nervous system,Pain,1
Nervous system,Physiology,1
Nervous system,Tissue damage,1
Nervous system,Tools,1
Pain,Tissue damage,1
Physiology,Tissue damage,1
Tissue damage,Tools,1
Emotion recognition,Speech,22
Encoding,Observers,1
Encoding,Shape,2
Encoding,Speech,3
Encoding,Speech recognition,2
Observers,Shape,1
Observers,Speech,3
Observers,Speech recognition,1
Shape,Speech,1
Speech,Speech recognition,15
Annotations,Mathematical model,1
Annotations,Time series analysis,1
Predictive models,Time series analysis,1
Task analysis,Time series analysis,1
Brain modeling,Convolutional neural nets,1
Brain modeling,Learning systems,1
Convolution,Convolutional neural nets,1
Convolution,Learning systems,1
Convolutional neural nets,Electroencephalography,1
Convolutional neural nets,Emotion recognition,1
Convolutional neural nets,Feature extraction,1
Convolutional neural nets,Learning systems,1
Electroencephalography,Learning systems,1
Analytical models,Animation,1
Analytical models,Neuroscience,2
Analytical models,Videos,1
Animation,Computational modeling,1
Animation,Databases,1
Animation,Neuroscience,1
Animation,Videos,3
Computational modeling,Neuroscience,2
Databases,Neuroscience,1
Face recognition,Neuroscience,1
Neuroscience,Videos,1
Computational modeling,Decoding,1
Computational modeling,Detectors,1
Computational modeling,Indexes,2
Computational modeling,Sun,1
Computational modeling,Syntactics,1
Decoding,Detectors,1
Decoding,Dictionaries,1
Decoding,Indexes,1
Decoding,Sun,1
Detectors,Dictionaries,1
Detectors,Indexes,1
Detectors,Sun,1
Detectors,Syntactics,1
Dictionaries,Indexes,1
Dictionaries,Sun,1
Dictionaries,Syntactics,1
Indexes,Sun,1
Indexes,Syntactics,1
Sun,Syntactics,1
Affective computing,Deep learning,1
Affective computing,Electroencephalography,3
Deep learning,Electrocardiography,1
Electrocardiography,Face,2
Electroencephalography,Face,2
Face,Support vector machines,4
Evolutionary computation,Feature extraction,1
Evolutionary computation,Machine learning algorithms,1
Evolutionary computation,Optimization,1
Evolutionary computation,Planning,1
Evolutionary computation,Standards,1
Evolutionary computation,Task analysis,1
Feature extraction,Planning,1
Feature extraction,Standards,3
Machine learning algorithms,Optimization,1
Machine learning algorithms,Planning,1
Machine learning algorithms,Standards,1
Machine learning algorithms,Task analysis,1
Optimization,Planning,1
Optimization,Standards,1
Planning,Standards,1
Electric potential,Games,1
Electric potential,Protocols,1
Electric potential,Real-time systems,1
Electric potential,Synchronization,1
Electric potential,Task analysis,1
Games,Protocols,1
Games,Synchronization,2
Protocols,Real-time systems,1
Protocols,Synchronization,1
Real-time systems,Synchronization,2
Synchronization,Task analysis,1
Acoustics,Affective computing,1
Acoustics,Decision trees,1
Acoustics,Face,2
Acoustics,Statistical analysis,2
Acoustics,Support vector machines,2
Affective computing,Decision trees,1
Affective computing,Statistical analysis,1
Decision trees,Face,1
Decision trees,Statistical analysis,1
Decision trees,Support vector machines,1
Face,Statistical analysis,1
Statistical analysis,Support vector machines,1
Data integrity,Heterogeneous networks,1
Data integrity,Information technology,1
Data integrity,Measurement,1
Data integrity,Probabilistic logic,1
Data integrity,Social networking (online),1
Data integrity,Task analysis,1
Heterogeneous networks,Information technology,1
Heterogeneous networks,Measurement,1
Heterogeneous networks,Probabilistic logic,1
Heterogeneous networks,Social networking (online),1
Information technology,Measurement,1
Information technology,Probabilistic logic,1
Information technology,Social networking (online),1
Information technology,Task analysis,1
Measurement,Probabilistic logic,1
Measurement,Social networking (online),1
Probabilistic logic,Social networking (online),2
Acceleration,Accelerometers,2
Acceleration,Cameras,2
Acceleration,Estimation,2
Acceleration,Feature extraction,2
Acceleration,Wearable sensors,1
Accelerometers,Cameras,1
Accelerometers,Estimation,1
Accelerometers,Wearable sensors,1
Cameras,Wearable sensors,1
Feature extraction,Wearable sensors,1
Acoustics,Fuses,1
Fuses,Hidden Markov models,1
Fuses,Task analysis,1
Fuses,Visualization,1
Hidden Markov models,Sentiment analysis,4
Affective computing,Estimation,1
Affective computing,Three-dimensional displays,2
Estimation,Three-dimensional displays,1
Three-dimensional displays,Training,4
Atmospheric measurements,Computer science,1
Atmospheric measurements,Machine learning,1
Atmospheric measurements,Machine learning algorithms,1
Computer science,Machine learning,1
Computer science,Machine learning algorithms,1
Computer science,Particle measurements,1
Machine learning,Particle measurements,1
Machine learning algorithms,Particle measurements,1
Machine learning algorithms,Physiology,1
Machine learning algorithms,Psychology,1
Cognition,Current measurement,1
Cognition,Heart rate variability,1
Cognition,Peripheral nervous system,1
Cognition,Physiology,2
Current measurement,Peripheral nervous system,1
Current measurement,Psychology,2
Heart rate variability,Peripheral nervous system,1
Heart rate variability,Psychology,1
Peripheral nervous system,Physiology,1
Peripheral nervous system,Psychology,1
Encoding,Indexes,1
Encoding,Psychiatry,1
Encoding,Task analysis,2
Indexes,Medical treatment,1
Indexes,Neural networks,1
Indexes,Psychiatry,1
Machine learning,Medical treatment,1
Machine learning,Psychiatry,1
Medical treatment,Psychiatry,1
Medical treatment,Task analysis,2
Neural networks,Psychiatry,1
Psychiatry,Task analysis,1
Annotations,Public speaking,1
Annotations,Tagging,1
Deep learning,Public speaking,1
Deep learning,Tagging,1
Neural networks,Public speaking,1
Neural networks,Tagging,1
Public speaking,Tagging,1
Public speaking,Videos,1
Tagging,Videos,4
Deep learning,Kalman filters,1
Estimation,Kalman filters,1
Face,Kalman filters,1
Face recognition,Kalman filters,1
Feature extraction,Kalman filters,1
Kalman filters,Training,1
Benchmark testing,Computer architecture,1
Benchmark testing,Deep learning,1
Benchmark testing,Fasteners,1
Computer architecture,Fasteners,1
Databases,Fasteners,1
Deep learning,Fasteners,1
Fasteners,Task analysis,1
Fasteners,Training,1
Computational modeling,Organizations,1
Deep learning,Hidden Markov models,1
Deep learning,Organizations,1
Hidden Markov models,Organizations,1
Hidden Markov models,Predictive models,2
Organizations,Predictive models,1
Organizations,Sentiment analysis,1
Organizations,Task analysis,1
Databases,Time-frequency analysis,1
Depression,Time-frequency analysis,1
Electroencephalography,Hospitals,1
Hospitals,Physiology,1
Hospitals,Time-frequency analysis,1
Physiology,Time-frequency analysis,1
Complexity theory,Electroencephalography,2
Complexity theory,Gaze tracking,1
Complexity theory,Monitoring,1
Complexity theory,Neural activity,1
Complexity theory,Physiology,2
Complexity theory,Product design,1
Electroencephalography,Gaze tracking,1
Electroencephalography,Product design,1
Gaze tracking,Monitoring,1
Gaze tracking,Neural activity,1
Gaze tracking,Physiology,1
Gaze tracking,Product design,1
Monitoring,Neural activity,1
Monitoring,Physiology,1
Monitoring,Product design,1
Neural activity,Physiology,1
Neural activity,Product design,1
Physiology,Product design,1
Affective computing,Computer applications,2
Affective computing,Protocols,1
Computer applications,Emotion recognition,2
Computer applications,Protocols,1
Computer applications,Systematics,1
Behavioral sciences,Estimation,1
Behavioral sciences,Facial recognition,1
Behavioral sciences,Gaussian processes,1
Behavioral sciences,Schizophrenia,1
Behavioral sciences,Training data,2
Cameras,Facial recognition,1
Cameras,Gaussian processes,1
Cameras,Schizophrenia,1
Cameras,Training data,1
Estimation,Facial recognition,1
Estimation,Gaussian processes,1
Estimation,Schizophrenia,1
Estimation,Training data,2
Facial recognition,Feature extraction,3
Facial recognition,Gaussian processes,1
Facial recognition,Schizophrenia,1
Facial recognition,Training data,1
Facial recognition,Videos,1
Feature extraction,Gaussian processes,3
Feature extraction,Schizophrenia,1
Gaussian processes,Schizophrenia,1
Gaussian processes,Training data,1
Gaussian processes,Videos,1
Schizophrenia,Training data,1
Schizophrenia,Videos,1
Acoustic measurements,Acoustics,1
Acoustic measurements,Convolutional neural networks,1
Acoustic measurements,Delays,1
Acoustic measurements,Emotion recognition,1
Acoustic measurements,Feature extraction,1
Acoustic measurements,Predictive models,1
Acoustics,Convolutional neural networks,1
Acoustics,Delays,2
Convolutional neural networks,Delays,1
Delays,Emotion recognition,2
Delays,Feature extraction,2
Biomarkers,Computational modeling,1
Biomarkers,Emotion recognition,1
Biomarkers,Linguistics,1
Biomarkers,Neurological diseases,1
Biomarkers,Pathology,1
Biomarkers,Speech recognition,1
Computational modeling,Linguistics,2
Computational modeling,Neurological diseases,1
Computational modeling,Pathology,1
Emotion recognition,Neurological diseases,1
Linguistics,Neurological diseases,1
Linguistics,Pathology,1
Neurological diseases,Pathology,1
Neurological diseases,Speech recognition,1
Pathology,Speech recognition,2
Discrete wavelet transforms,Frequency-domain analysis,1
Discrete wavelet transforms,Mutual information,1
Discrete wavelet transforms,Time-domain analysis,1
Emotion recognition,Mutual information,5
Feature extraction,Mutual information,5
Frequency-domain analysis,Mutual information,1
Frequency-domain analysis,Time-domain analysis,1
Mutual information,Time-domain analysis,1
Behavioral sciences,Data collection,1
Behavioral sciences,Mobile handsets,1
Behavioral sciences,Sampling methods,1
Behavioral sciences,Smart phones,1
Behavioral sciences,Time-frequency analysis,1
Data collection,Mobile handsets,1
Data collection,Sampling methods,1
Data collection,Sensors,1
Data collection,Smart phones,1
Data collection,Time-frequency analysis,1
Emotion recognition,Mobile handsets,1
Emotion recognition,Sampling methods,1
Mobile handsets,Sampling methods,1
Mobile handsets,Sensors,1
Mobile handsets,Smart phones,1
Mobile handsets,Time-frequency analysis,1
Sampling methods,Sensors,1
Sampling methods,Smart phones,1
Sampling methods,Time-frequency analysis,1
Sensors,Time-frequency analysis,1
Smart phones,Time-frequency analysis,1
Autism,Data mining,1
Autism,Emotion recognition,2
Autism,Games,1
Autism,Kinematics,1
Autism,Sensors,1
Autism,Training data,1
Data mining,Games,1
Data mining,Kinematics,1
Data mining,Sensors,1
Emotion recognition,Kinematics,1
Games,Kinematics,2
Games,Sensors,1
Games,Training data,1
Kinematics,Sensors,1
Kinematics,Training data,1
Sensors,Training data,1
Adversarial machine learning,Computational modeling,1
Adversarial machine learning,Emotion recognition,1
Adversarial machine learning,Media,1
Adversarial machine learning,Multimedia databases,1
Adversarial machine learning,Streaming media,1
Adversarial machine learning,Tagging,1
Adversarial machine learning,Training data,1
Computational modeling,Multimedia databases,1
Computational modeling,Streaming media,2
Emotion recognition,Multimedia databases,1
Emotion recognition,Tagging,4
Media,Multimedia databases,1
Media,Streaming media,1
Media,Tagging,1
Media,Training data,1
Multimedia databases,Streaming media,1
Multimedia databases,Tagging,1
Multimedia databases,Training data,1
Streaming media,Tagging,2
Streaming media,Training data,1
Tagging,Training data,1
Data models,Speech processing,1
Emotion recognition,Speech processing,9
Generative adversarial networks,Speech processing,1
Speech processing,Testing,1
Speech processing,Training,1
Speech recognition,Testing,3
Data mining,Dynamics,1
Data mining,Heuristic algorithms,1
Data mining,Image recognition,1
Data mining,Optical imaging,1
Dynamics,Heuristic algorithms,1
Dynamics,Image recognition,1
Dynamics,Visualization,2
Feature extraction,Heuristic algorithms,3
Heuristic algorithms,Image recognition,1
Heuristic algorithms,Optical imaging,1
Heuristic algorithms,Visualization,2
Image recognition,Optical imaging,1
Databases,Image recognition,2
Databases,Support vector machines,2
Estimation,Image recognition,1
Estimation,Support vector machines,2
Face recognition,Support vector machines,6
Image recognition,Support vector machines,2
Image recognition,Training data,3
Brain-computer interfaces,Electromagnetic compatibility,1
Brain-computer interfaces,Emotion recognition,1
Brain-computer interfaces,Real-time systems,1
Brain-computer interfaces,Streaming media,1
Brain-computer interfaces,Support vector machines,1
Electroencephalography,Electromagnetic compatibility,1
Electromagnetic compatibility,Emotion recognition,1
Electromagnetic compatibility,Real-time systems,1
Electromagnetic compatibility,Streaming media,1
Electromagnetic compatibility,Support vector machines,1
Real-time systems,Streaming media,2
Real-time systems,Support vector machines,3
Streaming media,Support vector machines,1
Data collection,Depression,1
Data collection,Face recognition,2
Data collection,Microscopy,1
Data collection,Mood,1
Data collection,Motion control,1
Depression,Microscopy,1
Depression,Motion control,1
Face recognition,Microscopy,1
Face recognition,Motion control,1
Feature extraction,Microscopy,1
Feature extraction,Motion control,1
Microscopy,Mood,1
Microscopy,Motion control,1
Mood,Motion control,1
Adaptation models,Lips,1
Generative adversarial networks,Hidden Markov models,1
Generative adversarial networks,Lips,1
Generative adversarial networks,Training data,1
Hidden Markov models,Lips,1
Hidden Markov models,Training data,3
Lips,Speech recognition,1
Lips,Training data,1
Content analysis,Emotion recognition,1
Content analysis,Feature extraction,2
Content analysis,Grammar,1
Content analysis,Image color analysis,2
Content analysis,Lighting,1
Content analysis,Music,1
Content analysis,Speech recognition,1
Content analysis,Visualization,1
Emotion recognition,Grammar,1
Emotion recognition,Image color analysis,2
Emotion recognition,Lighting,3
Feature extraction,Grammar,1
Feature extraction,Image color analysis,6
Feature extraction,Music,7
Grammar,Image color analysis,1
Grammar,Lighting,1
Grammar,Music,1
Grammar,Speech recognition,1
Grammar,Visualization,1
Image color analysis,Lighting,1
Image color analysis,Music,1
Image color analysis,Speech recognition,1
Image color analysis,Visualization,2
Lighting,Speech recognition,1
Lighting,Visualization,1
Music,Speech recognition,1
Music,Visualization,3
Cameras,Computer vision,3
Cameras,Detectors,1
Cameras,Educational technology,1
Cameras,Facial features,1
Cameras,Heart rate,2
Cameras,Human computer interaction,1
Cameras,Support vector machines,1
Computer vision,Detectors,1
Computer vision,Educational technology,1
Computer vision,Facial features,1
Computer vision,Heart rate,1
Computer vision,Human computer interaction,1
Computer vision,Physiology,1
Computer vision,Support vector machines,2
Detectors,Educational technology,1
Detectors,Face recognition,1
Detectors,Facial features,1
Detectors,Heart rate,1
Detectors,Human computer interaction,1
Detectors,Physiology,3
Detectors,Support vector machines,1
Educational technology,Facial features,1
Educational technology,Heart rate,1
Educational technology,Human computer interaction,1
Educational technology,Physiology,1
Educational technology,Support vector machines,1
Face recognition,Heart rate,1
Facial features,Heart rate,1
Facial features,Human computer interaction,1
Facial features,Physiology,1
Facial features,Support vector machines,2
Heart rate,Human computer interaction,1
Heart rate,Support vector machines,2
Human computer interaction,Physiology,6
Human computer interaction,Support vector machines,1
Deep learning,Machine learning,2
Machine learning,Speech recognition,1
Machine learning,Training data,1
Animation,Human factors,1
Animation,Legged locomotion,1
Animation,Machine learning,1
Animation,Market research,1
Animation,Motion analysis,2
Animation,Taxonomy,1
Human factors,Legged locomotion,2
Human factors,Market research,1
Human factors,Motion analysis,1
Human factors,Taxonomy,1
Human factors,Three-dimensional displays,1
Legged locomotion,Machine learning,1
Legged locomotion,Market research,1
Legged locomotion,Motion analysis,1
Legged locomotion,Taxonomy,1
Legged locomotion,Three-dimensional displays,2
Machine learning,Motion analysis,1
Machine learning,Taxonomy,1
Machine learning,Three-dimensional displays,2
Market research,Motion analysis,1
Market research,Taxonomy,1
Market research,Three-dimensional displays,1
Motion analysis,Taxonomy,1
Motion analysis,Three-dimensional displays,1
Taxonomy,Three-dimensional displays,1
Analytical models,Cognition,2
Cognition,Data models,1
Context modeling,Deep learning,1
Convolution,Decoding,1
Convolution,Videos,1
Decoding,Videos,1
Decoding,Visualization,1
Atmospheric measurements,Software,1
Atmospheric measurements,Tools,1
Mood,Regulation,1
Particle measurements,Software,1
Particle measurements,Tools,1
Regulation,Software,1
Regulation,Tools,1
Software,Tools,1
Affective computing,Biological system modeling,1
Affective computing,Hidden Markov models,2
Affective computing,Recurrent neural networks,2
Biological system modeling,Hidden Markov models,3
Biological system modeling,Recurrent neural networks,1
Biological system modeling,Videos,1
Computational modeling,Recurrent neural networks,2
Data models,Recurrent neural networks,1
Hidden Markov models,Recurrent neural networks,3
Recurrent neural networks,Videos,2
Brain modeling,Load modeling,1
Brain modeling,Speech recognition,1
Emotion recognition,Load modeling,1
Load modeling,Sensors,1
Load modeling,Speech recognition,1
Sensors,Speech recognition,2
Computer architecture,Electromyography,1
Computer architecture,Pain,1
Computer architecture,Physiology,2
Electromyography,Pain,2
Electromyography,Reliability,1
Adaptation models,Neural networks,1
Adaptation models,Probabilistic logic,2
Adaptation models,Social networking (online),1
Computational modeling,Probabilistic logic,5
Neural networks,Social networking (online),1
Probabilistic logic,Semantics,1
Computer vision,Cultural differences,1
Computer vision,Production,1
Computer vision,Reliability,1
Cultural differences,Face recognition,2
Cultural differences,Gold,1
Cultural differences,Production,1
Cultural differences,Reliability,2
Cultural differences,Visualization,1
