Year,Issue,Keyword,Frequency
2019,3,Speech,1
2019,3,Computational modeling,2
2019,3,Noise measurement,1
2019,3,Gold,1
2019,3,Face,2
2019,3,Data models,1
2019,3,Estimation,1
2019,3,Neural networks,1
2019,3,Music,1
2019,3,Recommender systems,1
2019,3,Multiple signal classification,2
2019,3,Encoding,1
2019,3,Psychology,1
2019,3,Computer science,1
2019,3,Mood,1
2019,3,Matching pursuit algorithms,1
2019,3,Signal processing algorithms,1
2019,3,Electrodes,1
2019,3,Electric potential,1
2019,3,Human computer interaction,1
2019,3,Brain,1
2019,2,Music,1
2019,2,Crowdsourcing,1
2019,2,Computational modeling,1
2019,2,Predictive models,2
2019,2,Libraries,1
2019,2,Visualization,3
2019,2,Games,2
2019,2,Heart rate variability,1
2019,2,Stress,2
2019,2,Training,6
2019,2,Biological control systems,1
2019,2,Physiology,1
2019,2,Testing,3
2019,2,Tagging,1
2019,2,Databases,2
2019,2,Electroencephalography,1
2019,2,Feature extraction,3
2019,2,Vegetation,1
2019,2,Face,1
2019,2,Three-dimensional displays,2
2019,2,Videos,2
2019,2,Principal component analysis,1
2019,2,Emotion recognition,2
2019,2,Speech recognition,2
2019,2,Algorithm design and analysis,1
2019,2,Speech,2
2019,2,Statistical analysis,1
2019,2,Systems engineering and theory,1
2019,2,Social network services,1
2019,2,Semantics,2
2019,2,Internet,1
2019,2,Sentiment analysis,1
2019,2,Context,1
2019,2,Tools,1
2019,2,Usability,1
2019,2,Ontologies,1
2019,2,Product design,1
2019,2,Labeling,1
2019,2,Correlation,1
2019,2,Eyebrows,1
2019,2,Monitoring,1
2019,2,Ambient intelligence,1
2019,2,Biomedical monitoring,1
2019,2,Employment,1
2019,2,Temperature sensors,1
2019,2,Face recognition,2
2019,2,Robustness,1
2019,2,Machine learning,1
2019,2,Neural networks,1
2019,2,Gold,1
2019,2,Linear regression,1
2019,2,Estimation,1
2019,2,Source separation,1
2019,2,Bayes methods,1
2019,2,Encoding,1
2019,2,Splines (mathematics),1
2019,2,Convolutional codes,1
2019,2,Biological neural networks,1
2019,1,Computational modeling,2
2019,1,Face,5
2019,1,Face recognition,4
2019,1,Databases,4
2019,1,Magnetic heads,1
2019,1,Affective computing,1
2019,1,Training data,1
2019,1,Training,2
2019,1,Data models,2
2019,1,Emotion recognition,3
2019,1,Speech recognition,1
2019,1,Acoustics,1
2019,1,Speech,1
2019,1,Media,1
2019,1,FAA,1
2019,1,Electroencephalography,1
2019,1,Entropy,1
2019,1,Psychology,2
2019,1,Hip,1
2019,1,Spatiotemporal phenomena,1
2019,1,Shape,1
2019,1,Image recognition,1
2019,1,Feature extraction,3
2019,1,Probabilistic logic,1
2019,1,Complexity theory,1
2019,1,Crowdsourcing,1
2019,1,Reliability,1
2019,1,Sentiment analysis,1
2019,1,Pragmatics,1
2019,1,Syntactics,1
2019,1,Twitter,1
2019,1,Computer architecture,1
2019,1,Face detection,1
2019,1,Gesture recognition,1
2019,1,Computer vision,2
2019,1,Object detection,1
2019,1,Benchmark testing,1
2019,1,Human-robot interaction,1
2019,1,Signal processing algorithms,1
2019,1,Special issues and sections,1
2019,1,Music,1
2019,1,Lighting,2
2019,1,Motion pictures,1
2019,1,Biomedical monitoring,1
2019,1,Skin,1
2019,1,Encoding,1
2019,1,Videos,1
2019,1,Task analysis,1
2019,1,Visualization,1
2019,1,Mel frequency cepstral coefficient,1
2019,1,Neural networks,1
2019,1,Vegetation,1
2019,1,Steady-state,1
2019,1,Correlation,1
2019,1,Mathematical model,1
2018,4,Mood,2
2018,4,Australia,1
2018,4,Feature extraction,7
2018,4,Sensors,1
2018,4,Magnetic heads,1
2018,4,Speech,1
2018,4,Autism,1
2018,4,Physiology,2
2018,4,Avatars,1
2018,4,Face recognition,5
2018,4,Real-time systems,2
2018,4,Biomarkers,1
2018,4,Heart rate variability,1
2018,4,Observers,1
2018,4,Stress,1
2018,4,Electrocardiography,1
2018,4,Support vector machines,2
2018,4,Electroencephalography,1
2018,4,Emotion recognition,6
2018,4,Films,1
2018,4,Brain models,1
2018,4,Labeling,1
2018,4,Databases,2
2018,4,Encoding,1
2018,4,Videos,2
2018,4,Psychology,2
2018,4,Training,2
2018,4,Cameras,1
2018,4,Histograms,1
2018,4,Optical computing,1
2018,4,Optical imaging,1
2018,4,Streaming media,1
2018,4,Hidden Markov models,2
2018,4,Computational modeling,2
2018,4,Motion pictures,1
2018,4,Sociology,1
2018,4,Appraisal,1
2018,4,Social network services,1
2018,4,Context,1
2018,4,Visualization,3
2018,4,Bridges,1
2018,4,Clouds,1
2018,4,Meteorology,1
2018,4,Human computer interaction,1
2018,4,Haptic interfaces,1
2018,4,Speech processing,1
2018,4,Discrete Fourier transforms,1
2018,4,Legged locomotion,1
2018,4,Time-frequency analysis,1
2018,4,Three-dimensional displays,1
2018,4,Music,1
2018,4,Complexity theory,1
2018,4,Instruments,1
2018,4,Multiple signal classification,1
2018,4,Kernel,1
2018,4,Predictive models,1
2018,4,Probability distribution,1
2018,4,Probability density function,1
2018,4,Recurrent neural networks,1
2018,4,Heuristic algorithms,1
2018,4,Affective computing,1
2018,3,Behavioral sciences,1
2018,3,Computer vision,2
2018,3,Emotion recognition,4
2018,3,Psychology,2
2018,3,Machine learning,3
2018,3,Human factors,1
2018,3,Special issues and sections,1
2018,3,Convolution,1
2018,3,Video sequences,1
2018,3,Computational modeling,1
2018,3,Visualization,2
2018,3,Distributed Bragg reflectors,1
2018,3,Correlation,1
2018,3,Data analysis,1
2018,3,Uncertainty,1
2018,3,Decision making,1
2018,3,Human computer interaction,1
2018,3,Skin,1
2018,3,Face recognition,2
2018,3,Social network services,2
2018,3,Collaboration,1
2018,3,Recommender systems,1
2018,3,Brain modeling,2
2018,3,Electroencephalography,1
2018,3,Erbium,1
2018,3,Databases,1
2018,3,Training,1
2018,3,Computer architecture,1
2018,3,Hidden Markov models,1
2018,3,Biological system modeling,1
2018,3,Feature extraction,2
2018,3,Blood,1
2018,3,Temperature sensors,1
2018,3,Predictive models,1
2018,3,YouTube,1
2018,3,Interviews,1
2018,3,Data visualization,1
2018,3,Monitoring,1
2018,3,Wearable sensors,1
2018,3,Biomedical monitoring,1
2018,3,Real-time systems,1
2018,2,Support vector machines,2
2018,2,Stress measurement,1
2018,2,Computational modeling,2
2018,2,Stress,1
2018,2,Context,5
2018,2,Sensors,2
2018,2,Computers,1
2018,2,Physiology,1
2018,2,Databases,1
2018,2,Correlation,1
2018,2,Emotion recognition,5
2018,2,Videos,3
2018,2,Speech recognition,1
2018,2,Speech processing,1
2018,2,Feature extraction,5
2018,2,Interviews,3
2018,2,Cameras,2
2018,2,TV,1
2018,2,Psychology,2
2018,2,Speech,2
2018,2,Electroencephalography,1
2018,2,Decision making,1
2018,2,Facial muscles,1
2018,2,Games,1
2018,2,Electromyography,1
2018,2,Music,1
2018,2,Adaptation models,1
2018,2,Semantics,2
2018,2,Affective computing,1
2018,2,Predictive models,1
2018,2,Face recognition,2
2018,2,Active appearance model,1
2018,2,Geometry,1
2018,2,Three-dimensional displays,1
2018,2,Two dimensional displays,1
2018,2,Training,1
2018,2,Image recognition,1
2018,2,Visualization,2
2018,2,Knowledge transfer,1
2018,2,Robots,1
2018,2,YouTube,1
2018,2,Computer vision,1
2018,2,Head,1
2018,2,Bridges,1
2018,2,Real-time systems,1
2018,2,Facsimile,1
2018,2,Motion pictures,1
2018,1,Support vector machines,1
2018,1,Noise reduction,1
2018,1,System performance,1
2018,1,Face recognition,5
2018,1,Robustness,1
2018,1,Feature extraction,5
2018,1,Electromyography,1
2018,1,Lighting,1
2018,1,Reliability,1
2018,1,Training,3
2018,1,Encoding,1
2018,1,Video sequences,1
2018,1,Histograms,1
2018,1,Visualization,1
2018,1,Acoustics,1
2018,1,Buildings,1
2018,1,Analytical models,2
2018,1,Computational modeling,3
2018,1,Monitoring,1
2018,1,Stress,1
2018,1,Sensors,1
2018,1,Smart phones,1
2018,1,Hidden Markov models,1
2018,1,Automotive components,1
2018,1,Particle measurements,1
2018,1,Virtual reality,1
2018,1,Skin,1
2018,1,Heart rate,1
2018,1,Atmospheric measurements,1
2018,1,Time series analysis,1
2018,1,Delays,1
2018,1,Distortion,1
2018,1,Data models,2
2018,1,Image color analysis,1
2018,1,Testing,1
2018,1,Facial features,1
2018,1,Image recognition,1
2018,1,Observers,1
2018,1,Labeling,1
2018,1,Legged locomotion,1
2018,1,Databases,1
2018,1,Context,1
2018,1,Emotion recognition,2
2018,1,Machine learning,1
2018,1,Audio-visual systems,1
2018,1,Principal component analysis,1
2018,1,Predictive models,1
2018,1,Media,1
2018,1,Semantics,1
2018,1,Affective computing,1
2018,1,Physiology,1
2018,1,Autism,1
2018,1,Complexity theory,1
2017,4,Sentiment analysis,8
2017,4,Analytical models,1
2017,4,Social network services,3
2017,4,Context awareness,2
2017,4,Machine learning,1
2017,4,Computer architecture,1
2017,4,Support vector machines,1
2017,4,Computational modeling,3
2017,4,Data models,1
2017,4,Text analysis,2
2017,4,Training data,2
2017,4,Hidden Markov models,2
2017,4,Facial features,3
2017,4,Emotion recognition,8
2017,4,Speech processing,1
2017,4,Animation,1
2017,4,Feature extraction,2
2017,4,Encoding,2
2017,4,Semantics,3
2017,4,Neural networks,2
2017,4,Unsupervised learning,1
2017,4,Knowledge based systems,2
2017,4,Behavioral sciences,2
2017,4,Face recognition,3
2017,4,Man machine interfaces,1
2017,4,Human factors,1
2017,4,Special issues and sections,2
2017,4,Muscles,1
2017,4,Psychology,2
2017,4,Big Data,1
2017,4,Crowdsourcing,1
2017,4,Text mining,1
2017,4,Affective computing,1
2017,4,Physiology,1
2017,4,Vibrations,1
2017,4,Visualization,1
2017,4,Haptic interfaces,1
2017,4,Auditory system,1
2017,4,Temperature sensors,1
2017,4,Electrodes,1
2017,4,Electromyography,1
2017,4,Three-dimensional displays,1
2017,4,Auditory systems,1
2017,4,Working environment noise,1
2017,3,Face,1
2017,3,Face recognition,3
2017,3,Databases,4
2017,3,Three-dimensional displays,1
2017,3,Emotion recognition,5
2017,3,Cameras,1
2017,3,Affective computing,2
2017,3,Analytical models,1
2017,3,Media,1
2017,3,Noise reduction,1
2017,3,Numerical models,1
2017,3,Robustness,2
2017,3,Feature extraction,4
2017,3,Semantics,2
2017,3,Support vector machines,1
2017,3,Text recognition,1
2017,3,Pragmatics,1
2017,3,Speech recognition,1
2017,3,Speech,2
2017,3,Kernel,1
2017,3,Hidden Markov models,1
2017,3,Dynamics,2
2017,3,Computational modeling,1
2017,3,Engines,1
2017,3,Rendering (computer graphics),1
2017,3,Footwear,1
2017,3,Legged locomotion,1
2017,3,Vibrations,1
2017,3,Foot,1
2017,3,Haptic interfaces,1
2017,3,Image reconstruction,1
2017,3,Visualization,3
2017,3,Standards,1
2017,3,Predictive models,1
2017,3,Gold,1
2017,3,Data models,1
2017,3,Extraterrestrial measurements,1
2017,3,Temperature measurement,1
2017,3,Facial muscles,1
2017,3,Encoding,1
2017,3,Skin,1
2017,3,Buildings,1
2017,3,Observers,2
2017,3,Context,1
2017,3,Cognition,1
2017,3,Psychology,1
2017,3,Reliability,1
2017,3,Heating,1
2017,3,Pain,1
2017,2,Vehicles,2
2017,2,Accidents,1
2017,2,Monitoring,2
2017,2,Gold,1
2017,2,Databases,1
2017,2,Feature extraction,3
2017,2,Visualization,1
2017,2,Facebook,1
2017,2,Image color analysis,1
2017,2,Media,3
2017,2,Correlation,1
2017,2,Internet,1
2017,2,Affective computing,2
2017,2,Synchronization,1
2017,2,Context,2
2017,2,Pipelines,1
2017,2,Real-time systems,1
2017,2,Computer architecture,1
2017,2,Psychology,1
2017,2,Analytical models,1
2017,2,Computational modeling,2
2017,2,Predictive models,2
2017,2,Investment,1
2017,2,Games,1
2017,2,Mathematical model,1
2017,2,Testing,1
2017,2,Face,2
2017,2,Motion pictures,1
2017,2,Encoding,1
2017,2,TV,1
2017,2,Webcams,1
2017,2,Market opportunities,1
2017,2,Computer applications,1
2017,2,Context awareness,1
2017,2,Emotion recognition,2
2017,2,Biomedical monitoring,1
2017,2,Commercialization,1
2017,2,Special issues and sections,1
2017,2,Frequency division multiplexing,1
2017,2,Tagging,1
2017,2,Adaptive optics,1
2017,2,Cameras,1
2017,2,Strain,1
2017,2,Optical imaging,1
2017,2,Autism,1
2017,2,Physiology,1
2017,2,Variable speed drives,1
2017,2,Intelligent systems,1
2017,2,Training,1
2017,2,Electroencephalography,1
2017,2,Music,2
2017,2,Engines,1
2017,2,Footwear,1
2017,2,Production,1
2017,2,Legged locomotion,1
2017,2,Support vector machines,1
2017,2,Repeaters,1
2017,2,Pediatrics,1
2017,2,Risk management,1
2017,2,Interviews,1
2017,2,Speech,1
2017,2,Mood,1
2017,2,Reliability,1
2017,2,Cultural differences,1
2017,1,Motion pictures,1
2017,1,Vibrations,1
2017,1,Actuators,1
2017,1,Biomedical monitoring,2
2017,1,Haptic interfaces,1
2017,1,Internet,1
2017,1,Heart rate,1
2017,1,Observers,1
2017,1,Computational modeling,2
2017,1,Predictive models,1
2017,1,Context,3
2017,1,Correlation,3
2017,1,Distance measurement,1
2017,1,Psychology,2
2017,1,Support vector machines,2
2017,1,Speech recognition,2
2017,1,US Government,1
2017,1,Training,2
2017,1,Bayes methods,1
2017,1,Upper bound,1
2017,1,Medical treatment,1
2017,1,Signal processing,1
2017,1,Prediction algorithms,1
2017,1,Encoding,1
2017,1,Acoustics,2
2017,1,Signal processing algorithms,1
2017,1,Heart rate variability,1
2017,1,Feature extraction,4
2017,1,Writing,1
2017,1,Sensors,1
2017,1,Videos,2
2017,1,Lighting,1
2017,1,Face,1
2017,1,Face recognition,1
2017,1,Databases,2
2017,1,Emotion recognition,4
2017,1,Cameras,1
2017,1,Decoding,1
2017,1,Video sequences,1
2017,1,Synchronization,1
2017,1,Visualization,1
2017,1,TV,1
2017,1,Linear programming,1
2017,1,Speech,3
2017,1,Standards,1
2017,1,Testing,1
2017,1,Cultural differences,1
2017,1,Physiology,1
2017,1,Measurement,1
2017,1,Coherence,1
2017,1,Human computer interaction,1
2017,1,Games,1
2017,1,Multimedia communication,1
2017,1,Affective computing,1
2017,1,Computer science,1
2016,4,Support vector machines,1
2016,4,Sentiment analysis,1
2016,4,Crowdsourcing,2
2016,4,Measurement,1
2016,4,Frequency modulation,1
2016,4,Context modeling,2
2016,4,Speech recognition,3
2016,4,Signal processing,1
2016,4,Behavioral sciences,1
2016,4,Databases,2
2016,4,Image processing,1
2016,4,Computer vision,1
2016,4,Videos,1
2016,4,Real-time systems,2
2016,4,Adaptive optics,1
2016,4,Face recognition,6
2016,4,Integrated optics,1
2016,4,Optical computing,1
2016,4,Feature extraction,4
2016,4,Optical imaging,1
2016,4,Surface electromyography,1
2016,4,Muscles,1
2016,4,Emotion recognition,3
2016,4,Pain,1
2016,4,Video sequences,1
2016,4,Training,2
2016,4,Shape analysis,1
2016,4,Dictionaries,1
2016,4,Computational modeling,1
2016,4,Predictive models,1
2016,4,Robustness,1
2016,4,Spatio-temporal models,1
2016,4,Bilinear models,1
2016,4,Facial features,2
2016,4,Pediatrics,1
2016,4,Biochemistry,1
2016,4,Olfactory,1
2016,4,Heart rate variability,1
2016,4,Electrodes,1
2016,4,Electroencephalography,1
2016,4,Electrocardiography,1
2016,4,Multimedia communication,1
2016,4,Brain models,1
2016,4,Physiology,1
2016,4,Biological control systems,1
2016,4,Biomedical monitoring,1
2016,4,Particle measurements,1
2016,4,Atmospheric measurements,1
2016,4,Virtual reality,1
2016,4,Games,1
2016,4,Three-dimensional displays,1
2016,4,Data models,1
2016,4,Supervised learning,1
2016,3,Mobile communication,1
2016,3,Hidden Markov models,1
2016,3,Stress,2
2016,3,Biological system modeling,1
2016,3,Sensors,3
2016,3,Medical services,2
2016,3,Real-time systems,2
2016,3,Biomedical monitoring,2
2016,3,Temperature measurement,1
2016,3,Diseases,1
2016,3,Circadian rhythm,1
2016,3,Mood,1
2016,3,Accelerometers,1
2016,3,Labeling,1
2016,3,Context,1
2016,3,Emotion recognition,3
2016,3,Acceleration,2
2016,3,Monitoring,1
2016,3,Heart,1
2016,3,Servers,1
2016,3,Global Positioning System,1
2016,3,Physiology,1
2016,3,Psychology,1
2016,3,Electrocardiography,1
2016,3,Heart rate,1
2016,3,Frequency-domain analysis,1
2016,3,Reliability,1
2016,3,Legged locomotion,2
2016,3,Parkinson's disease,1
2016,3,Feature extraction,2
2016,3,Kinematics,1
2016,3,Electronic mail,1
2016,3,Sensor systems,1
2016,3,Human factors,1
2016,3,Motion segmentation,1
2016,2,Medical treatment,1
2016,2,Physiology,1
2016,2,Context,3
2016,2,Animals,1
2016,2,Robot sensing systems,1
2016,2,Haptic interfaces,1
2016,2,Music,1
2016,2,Mood,1
2016,2,Computational modeling,1
2016,2,Predictive models,1
2016,2,Biological system modeling,1
2016,2,Training,2
2016,2,Semantics,2
2016,2,Frequency measurement,1
2016,2,Standards,1
2016,2,Licenses,1
2016,2,Mel frequency cepstral coefficient,1
2016,2,Harmonic analysis,1
2016,2,Speech,3
2016,2,Observers,1
2016,2,Face,1
2016,2,Reliability,1
2016,2,Iterative methods,1
2016,2,Affective computing,1
2016,2,Media,1
2016,2,Noise,1
2016,2,Estimation,1
2016,2,Twitter,1
2016,2,Dictionaries,1
2016,2,Internet,1
2016,2,Stress,2
2016,2,Videos,1
2016,2,Speech recognition,1
2016,2,Acoustics,1
2016,2,Modulation,1
2016,2,Stress measurement,1
2016,2,Heart rate variability,1
2016,2,Protocols,1
2016,2,Biomedical monitoring,1
2016,2,Mathematical model,1
2016,1,Observers,1
2016,1,Stability criteria,1
2016,1,Thermal stability,1
2016,1,Psychology,1
2016,1,Electronic mail,1
2016,1,Robustness,1
2016,1,Particle measurements,2
2016,1,Aerospace electronics,1
2016,1,Interviews,1
2016,1,Acoustics,1
2016,1,Speech,2
2016,1,Atmospheric measurements,2
2016,1,Time series analysis,1
2016,1,Synchronization,1
2016,1,Games,1
2016,1,Indexes,1
2016,1,Image color analysis,1
2016,1,Media,1
2016,1,Motion pictures,2
2016,1,Feature extraction,2
2016,1,YouTube,1
2016,1,Videos,2
2016,1,Films,1
2016,1,Hidden Markov models,1
2016,1,Predictive models,1
2016,1,Correlation,1
2016,1,Visualization,1
2016,1,Brain models,1
2016,1,Mood,1
2016,1,Sentiment analysis,1
2016,1,Analytical models,1
2016,1,Computational modeling,1
2016,1,Communities,1
2016,1,Emotion recognition,1
2016,1,Appraisal,1
2016,1,Recurrent neural networks,1
2016,1,Tagging,1
2016,1,Databases,1
2016,1,Electroencephalography,1
2015,4,Trajectory,1
2015,4,Feature extraction,4
2015,4,Emotion recognition,7
2015,4,Audio-visual systems,1
2015,4,Classification,1
2015,4,Speech processing,2
2015,4,Image color analysis,2
2015,4,Synchronization,1
2015,4,Noise measurement,1
2015,4,Social factors,3
2015,4,Perception,1
2015,4,Probabilistic logic,1
2015,4,Sentiment analysis,2
2015,4,Computational modeling,1
2015,4,Crowdsourcing,1
2015,4,Probability distribution,1
2015,4,Bayes methods,1
2015,4,Behavioral science,2
2015,4,Streaming media,1
2015,4,Motion pictures,1
2015,4,Electroencephalography,1
2015,4,Multimedia communication,1
2015,4,Brain models,1
2015,4,Statistical analysis,1
2015,4,Heart rate variability,1
2015,4,Standards,1
2015,4,Heart rate measurement,1
2015,4,Acoustics,1
2015,4,Content analysis,1
2015,4,Mel frequency cepstral coefficient,1
2015,4,Video retrieval,1
2015,4,Three-dimensional displays,1
2015,4,Facial features,2
2015,4,Social intelligence,1
2015,4,Facial muscles,1
2015,4,Angular velocity,1
2015,4,Infants,1
2015,4,Displacement measurement,1
2015,4,Human factors,1
2015,3,Advertising,1
2015,3,Media,2
2015,3,Face,1
2015,3,Data collection,1
2015,3,Encoding,1
2015,3,Internet,1
2015,3,Webcams,1
2015,3,Research and development,1
2015,3,Multimedia communication,1
2015,3,Special issues and sections,1
2015,3,Support vector machines,1
2015,3,Social network services,1
2015,3,Analytical models,2
2015,3,Computational modeling,4
2015,3,Correlation,3
2015,3,Data models,2
2015,3,Visualization,3
2015,3,Mood,1
2015,3,Timbre,1
2015,3,Frequency modulation,1
2015,3,Feature extraction,3
2015,3,Mel frequency cepstral coefficient,1
2015,3,Physiology,1
2015,3,Databases,1
2015,3,Motion pictures,1
2015,3,Electroencephalography,1
2015,3,Emotion recognition,2
2015,3,Electrocardiography,1
2015,3,Educational institutions,2
2015,3,Linear programming,1
2015,3,Multiple signal classification,1
2015,3,Psychology,1
2015,3,Rhythm,1
2015,3,Gaussian distribution,1
2015,3,Trajectory,1
2015,3,Sea measurements,1
2015,3,Testing,1
2015,3,Context,1
2015,3,Linear discriminant analysis,1
2015,3,Semantics,1
2015,3,Robots,1
2015,3,Picture archiving and communication systems,1
2015,3,Ontologies,1
2015,3,Autism,1
2015,3,Variable speed drives,1
2015,3,Communities,1
2015,3,Blogs,1
2015,3,Sociology,1
2015,2,Proposals,1
2015,2,Context,2
2015,2,History,1
2015,2,Visualization,2
2015,2,Acoustics,3
2015,2,Speech,1
2015,2,Time factors,1
2015,2,Computational modeling,2
2015,2,Cost accounting,1
2015,2,Particle measurements,2
2015,2,Games,3
2015,2,Educational institutions,1
2015,2,Indexes,1
2015,2,Atmospheric measurements,2
2015,2,Meetings,1
2015,2,Virtual environments,1
2015,2,Affective computing,2
2015,2,Special issues and sections,1
2015,2,Gold,1
2015,2,Delays,1
2015,2,Databases,2
2015,2,Feature extraction,2
2015,2,Emotion recognition,2
2015,2,Mutual information,1
2015,2,Music,1
2015,2,Smoothing methods,1
2015,2,Time series analysis,1
2015,2,Analytical models,1
2015,2,Heuristic algorithms,1
2015,2,Multiple signal classification,1
2015,2,Kalman filters,1
2015,2,Avatars,2
2015,2,Standards,1
2015,2,Decision making,1
2015,2,Computers,1
2015,2,Production,1
2015,2,Legged locomotion,1
2015,2,Solids,1
2015,2,Snow,1
2015,2,Microphones,1
2015,2,Mood,1
2015,2,Videos,2
2015,2,Observers,1
2015,2,Face,2
2015,2,Face recognition,2
2015,2,Animation,1
2015,2,Physiology,1
2015,2,Heart rate variability,1
2015,2,Stress,1
2015,2,Sensitivity,1
2015,2,Skin,1
2015,2,Hidden Markov models,1
2015,2,Correlation,1
2015,2,Facial features,1
2015,2,Video recording,1
2015,1,Hidden Markov models,1
2015,1,Computational modeling,3
2015,1,Databases,4
2015,1,Motion pictures,1
2015,1,Protocols,1
2015,1,Licenses,1
2015,1,Feature extraction,3
2015,1,Face,2
2015,1,Face recognition,1
2015,1,Image edge detection,1
2015,1,Eyebrows,1
2015,1,Image resolution,1
2015,1,Nose,1
2015,1,Music,2
2015,1,Environmental factors,1
2015,1,Numerical models,1
2015,1,Biological system modeling,1
2015,1,Emotion recognition,2
2015,1,Mood,1
2015,1,Context,1
2015,1,Videos,1
2015,1,Cameras,1
2015,1,Mel frequency cepstral coefficient,1
2015,1,Speech recognition,1
2015,1,Harmonic analysis,1
2015,1,Speech,1
2015,1,Probabilistic logic,1
2015,1,Predictive models,1
2015,1,Adaptation models,1
2015,1,Data models,1
2014,4,Support vector machines,2
2014,4,Pattern recognition,1
2014,4,Shape analysis,1
2014,4,Image edge detection,1
2014,4,Feature extraction,3
2014,4,Computer vision,1
2014,4,Facial recognition,2
2014,4,Linguistics,1
2014,4,Computational modeling,1
2014,4,Bandwidth,1
2014,4,Distributed processing,1
2014,4,Speech coding,1
2014,4,Speech recognition,1
2014,4,Hidden Markov models,1
2014,4,Time-frequency analysis,1
2014,4,Emotion recognition,3
2014,4,Optical imaging,1
2014,4,Music,1
2014,4,Physiology,2
2014,4,Stress,2
2014,4,User interfaces,1
2014,4,Music information retrieval,1
2014,4,Transient analysis,1
2014,4,Temperature measurement,1
2014,4,Biomedical image processing,1
2014,4,Hyperspectral imaging,1
2014,4,Psychology,1
2014,4,Databases,1
2014,4,Crowdsourcing,1
2014,4,Audio-visual systems,1
2014,4,Advertising,1
2014,4,Data collection,1
2014,4,Face recognition,1
2014,4,Internet,1
2014,4,Videos,1
2014,4,Market research,1
2014,4,Indexes,1
2014,3,Sentiment analysis,1
2014,3,Learning systems,1
2014,3,Education,1
2014,3,Psychology,5
2014,3,Special issues and sections,1
2014,3,Monitoring,1
2014,3,Sensor systems,1
2014,3,Context,4
2014,3,Biomedical monitoring,1
2014,3,Real-time systems,2
2014,3,Laboratories,1
2014,3,Observers,1
2014,3,Computational modeling,3
2014,3,Communities,3
2014,3,Biological system modeling,1
2014,3,Correlation,1
2014,3,Lenses,1
2014,3,Mood,1
2014,3,Media,1
2014,3,Process control,1
2014,3,Blogs,1
2014,3,Feature extraction,4
2014,3,Pragmatics,1
2014,3,Electrodes,2
2014,3,Time-frequency analysis,1
2014,3,Electroencephalography,1
2014,3,Discrete wavelet transforms,1
2014,3,Emotion recognition,3
2014,3,Autism,1
2014,3,Variable speed drives,1
2014,3,Shape,1
2014,3,Visualization,1
2014,3,Joints,1
2014,3,Signal processing,1
2014,3,Educational institutions,2
2014,3,Conferences,1
2014,3,Predictive models,1
2014,3,Numerical models,1
2014,3,Training,2
2014,3,Data models,1
2014,3,Affective computing,1
2014,3,Transforms,1
2014,3,System-on-chip,1
2014,3,Accuracy,1
2014,3,Computers,1
2014,3,Computer science,1
2014,3,Hidden Markov models,1
2014,3,Face,2
2014,3,Face recognition,3
2014,3,Three-dimensional displays,1
2014,3,Manifolds,1
2014,3,Videos,1
2014,3,Lighting,1
2014,3,Dictionaries,1
2014,3,Muscles,1
2014,3,Facial muscles,1
2014,3,Electromyography,1
2014,2,Observers,2
2014,2,Materials,2
2014,2,Tracking,1
2014,2,Feature extraction,4
2014,2,Computer vision,1
2014,2,Education,1
2014,2,Joints,1
2014,2,Dynamics,1
2014,2,History,1
2014,2,Robot kinematics,1
2014,2,Pragmatics,1
2014,2,Educational institutions,2
2014,2,Robustness,1
2014,2,Databases,2
2014,2,Context,1
2014,2,Accuracy,3
2014,2,Acoustics,1
2014,2,Speech,2
2014,2,Physiology,2
2014,2,Data acquisition,1
2014,2,Videos,2
2014,2,Films,1
2014,2,Heart rate,1
2014,2,Face,2
2014,2,Reliability,1
2014,2,Protocols,1
2014,2,Decision making,1
2014,2,Computers,2
2014,2,Psychology,2
2014,2,Atmospheric measurements,1
2014,2,Gaussian processes,1
2014,2,Correlation,1
2014,2,Irrigation,1
2014,2,Electroencephalography,1
2014,2,Robot sensing systems,1
2014,2,Feedback loop,1
2014,2,Affective computing,1
2014,2,Games,1
2014,2,Support vector machines,1
2014,2,Face recognition,1
2014,2,Training,1
2014,2,Radio frequency,1
2014,2,Natural language processing,1
2014,2,Cultural differences,1
2014,2,Electronic mail,1
2014,2,Appraisal,1
2014,1,Observers,1
2014,1,Labeling,1
2014,1,Tablet computers,1
2014,1,Reliability,1
2014,1,Training,2
2014,1,Games,6
2014,1,Software,1
2014,1,Engines,1
2014,1,Artificial intelligence,2
2014,1,Computational modeling,3
2014,1,Cognition,1
2014,1,Psychology,1
2014,1,Appraisal,1
2014,1,Emotion recognition,1
2014,1,User interfaces,1
2014,1,Special issues and sections,1
2014,1,Lead,1
2014,1,Context,1
2014,1,Shape,1
2014,1,Mathematical model,1
2014,1,Context modeling,1
2014,1,Machine vision,1
2014,1,Surface topography,1
2014,1,Correlation,2
2014,1,Three-dimensional displays,1
2014,1,Feature extraction,2
2014,1,Visualization,1
2014,1,Visual perception,1
2014,1,Vectors,1
2014,1,Testing,1
2014,1,Face recognition,1
2014,1,Facial features,1
2014,1,Head,1
2014,1,Communities,1
2014,1,Diseases,1
2014,1,Educational institutions,1
2014,1,Crystals,1
2014,1,Mood,1
2014,1,Avatars,1
2014,1,Storage area networks,1
2014,1,Prototypes,1
2013,4,Additives,1
2013,4,Face,1
2013,4,Context,3
2013,4,Accuracy,2
2013,4,Videos,2
