Year,Keyword,Frequency,Ratio
2015,Kalman filters,1,0.4367
2015,Avatars,2,0.8734
2015,Decision making,1,0.4367
2015,Computers,1,0.4367
2015,Production,1,0.4367
2015,Legged locomotion,1,0.4367
2015,Solids,1,0.4367
2015,Snow,1,0.4367
2015,Microphones,1,0.4367
2015,Videos,3,1.31
2015,Observers,1,0.4367
2015,Face recognition,3,1.31
2015,Animation,1,0.4367
2015,Stress,1,0.4367
2015,Sensitivity,1,0.4367
2015,Skin,1,0.4367
2015,Hidden Markov models,2,0.8734
2015,Video recording,1,0.4367
2015,Protocols,1,0.4367
2015,Licenses,1,0.4367
2015,Image edge detection,1,0.4367
2015,Eyebrows,1,0.4367
2015,Image resolution,1,0.4367
2015,Nose,1,0.4367
2015,Environmental factors,1,0.4367
2015,Numerical models,1,0.4367
2015,Biological system modeling,1,0.4367
2015,Cameras,1,0.4367
2015,Speech recognition,1,0.4367
2015,Harmonic analysis,1,0.4367
2015,Predictive models,1,0.4367
2015,Adaptation models,1,0.4367
2014,Support vector machines,3,1.2605
2014,Pattern recognition,1,0.4202
2014,Shape analysis,1,0.4202
2014,Image edge detection,1,0.4202
2014,Feature extraction,13,5.4622
2014,Computer vision,2,0.8403
2014,Facial recognition,2,0.8403
2014,Linguistics,1,0.4202
2014,Computational modeling,7,2.9412
2014,Bandwidth,1,0.4202
2014,Distributed processing,1,0.4202
2014,Speech coding,1,0.4202
2014,Speech recognition,1,0.4202
2014,Hidden Markov models,2,0.8403
2014,Time-frequency analysis,2,0.8403
2014,Emotion recognition,7,2.9412
2014,Optical imaging,1,0.4202
2014,Music,1,0.4202
2014,Physiology,4,1.6807
2014,Stress,2,0.8403
2014,User interfaces,2,0.8403
2014,Music information retrieval,1,0.4202
2014,Transient analysis,1,0.4202
2014,Temperature measurement,1,0.4202
2014,Biomedical image processing,1,0.4202
2014,Hyperspectral imaging,1,0.4202
2014,Psychology,9,3.7815
2014,Databases,3,1.2605
2014,Crowdsourcing,1,0.4202
2014,Audio-visual systems,1,0.4202
2014,Advertising,1,0.4202
2014,Data collection,1,0.4202
2014,Face recognition,6,2.521
2014,Internet,1,0.4202
2014,Videos,4,1.6807
2014,Market research,1,0.4202
2014,Indexes,1,0.4202
2014,Sentiment analysis,1,0.4202
2014,Learning systems,1,0.4202
2014,Education,2,0.8403
2014,Special issues and sections,2,0.8403
2014,Monitoring,1,0.4202
2014,Sensor systems,1,0.4202
2014,Context,6,2.521
2014,Biomedical monitoring,1,0.4202
2014,Real-time systems,2,0.8403
2014,Laboratories,1,0.4202
2014,Observers,4,1.6807
2014,Communities,4,1.6807
2014,Biological system modeling,1,0.4202
2014,Correlation,4,1.6807
2014,Lenses,1,0.4202
2014,Mood,2,0.8403
2014,Media,1,0.4202
2014,Process control,1,0.4202
2014,Blogs,1,0.4202
2014,Pragmatics,2,0.8403
2014,Electrodes,2,0.8403
2014,Electroencephalography,2,0.8403
2014,Discrete wavelet transforms,1,0.4202
2014,Autism,1,0.4202
2014,Variable speed drives,1,0.4202
2014,Shape,2,0.8403
2014,Visualization,2,0.8403
2014,Joints,2,0.8403
2014,Signal processing,1,0.4202
2014,Educational institutions,5,2.1008
2014,Conferences,1,0.4202
2014,Predictive models,1,0.4202
2014,Numerical models,1,0.4202
2014,Training,5,2.1008
2014,Data models,1,0.4202
2014,Affective computing,2,0.8403
2014,Transforms,1,0.4202
2014,System-on-chip,1,0.4202
2014,Accuracy,4,1.6807
2014,Computers,3,1.2605
2014,Computer science,1,0.4202
2014,Face,4,1.6807
2014,Three-dimensional displays,2,0.8403
2014,Manifolds,1,0.4202
2014,Lighting,1,0.4202
2014,Dictionaries,1,0.4202
2014,Muscles,1,0.4202
2014,Facial muscles,1,0.4202
2014,Electromyography,1,0.4202
2014,Materials,2,0.8403
2014,Tracking,1,0.4202
2014,Dynamics,1,0.4202
2014,History,1,0.4202
2014,Robot kinematics,1,0.4202
2014,Robustness,1,0.4202
2014,Acoustics,1,0.4202
2014,Speech,2,0.8403
2014,Data acquisition,1,0.4202
2014,Films,1,0.4202
2014,Heart rate,1,0.4202
2014,Reliability,2,0.8403
2014,Protocols,1,0.4202
2014,Decision making,1,0.4202
2014,Atmospheric measurements,1,0.4202
2014,Gaussian processes,1,0.4202
2014,Irrigation,1,0.4202
2014,Robot sensing systems,1,0.4202
2014,Feedback loop,1,0.4202
2014,Games,7,2.9412
2014,Radio frequency,1,0.4202
2014,Natural language processing,1,0.4202
2014,Cultural differences,1,0.4202
2014,Electronic mail,1,0.4202
2014,Appraisal,2,0.8403
2014,Labeling,1,0.4202
2014,Tablet computers,1,0.4202
2014,Software,1,0.4202
2014,Engines,1,0.4202
2014,Artificial intelligence,2,0.8403
2014,Cognition,1,0.4202
2014,Lead,1,0.4202
2014,Mathematical model,1,0.4202
2014,Context modeling,1,0.4202
2014,Machine vision,1,0.4202
2014,Surface topography,1,0.4202
2014,Visual perception,1,0.4202
2014,Vectors,1,0.4202
2014,Testing,1,0.4202
2014,Facial features,1,0.4202
2014,Head,1,0.4202
2014,Diseases,1,0.4202
2014,Crystals,1,0.4202
2014,Avatars,1,0.4202
2014,Storage area networks,1,0.4202
2014,Prototypes,1,0.4202
2013,Additives,1,0.4274
2013,Face,3,1.2821
2013,Context,4,1.7094
2013,Accuracy,4,1.7094
2013,Videos,2,0.8547
2013,Computers,3,1.2821
2013,Speech,9,3.8462
2013,Mood,3,1.2821
2013,Energy states,1,0.4274
2013,Encoding,3,1.2821
2013,Attitude control,1,0.4274
2013,Energy measurement,1,0.4274
2013,Decision support systems,1,0.4274
2013,Computational modeling,7,2.9915
2013,Data analysis,1,0.4274
2013,Handheld computers,1,0.4274
2013,Software,2,0.8547
2013,Appraisal,4,1.7094
2013,Classification algorithms,1,0.4274
2013,Machine learning algorithms,1,0.4274
2013,Semantics,4,1.7094
2013,Mutual information,2,0.8547
2013,Labeling,2,0.8547
2013,Switches,2,0.8547
2013,Pragmatics,2,0.8547
2013,Emotion recognition,7,2.9915
2013,Games,2,0.8547
2013,Robustness,1,0.4274
2013,Training,4,1.7094
2013,Databases,6,2.5641
2013,Feature extraction,6,2.5641
2013,Acoustics,2,0.8547
2013,Physiology,5,2.1368
2013,Systematics,1,0.4274
2013,Robots,1,0.4274
2013,Human computer interaction,3,1.2821
2013,Modulation,1,0.4274
2013,Correlation,1,0.4274
2013,Collaboration,1,0.4274
2013,Twitter,1,0.4274
2013,Context modeling,1,0.4274
2013,Analytical models,1,0.4274
2013,Hidden Markov models,3,1.2821
2013,Speech coding,1,0.4274
2013,Data models,3,1.2821
2013,Psychology,7,2.9915
2013,Vectors,2,0.8547
2013,Face recognition,9,3.8462
2013,Image recognition,3,1.2821
2013,Joints,1,0.4274
2013,Dictionaries,2,0.8547
2013,Algorithm design and analysis,2,0.8547
2013,Measurement,2,0.8547
2013,Speech recognition,3,1.2821
2013,Educational institutions,2,0.8547
2013,Prototypes,1,0.4274
2013,Proposals,1,0.4274
2013,Computer architecture,1,0.4274
2013,Affective computing,1,0.4274
2013,Computer science,1,0.4274
2013,Communities,1,0.4274
2013,Virtual reality,1,0.4274
2013,Internet,2,0.8547
2013,Libraries,1,0.4274
2013,Computer vision,1,0.4274
2013,Aging,1,0.4274
2013,Streaming media,1,0.4274
2013,Mirrors,1,0.4274
2013,Visualization,1,0.4274
2013,Electrodes,1,0.4274
2013,Market research,1,0.4274
2013,Electromyography,1,0.4274
2013,Particle measurements,2,0.8547
2013,Interviews,1,0.4274
2013,Audio recording,1,0.4274
2013,Timing,1,0.4274
2013,Atmospheric measurements,2,0.8547
2013,Facial features,1,0.4274
2013,Music,2,0.8547
2013,Time-frequency analysis,1,0.4274
2013,Electroencephalography,1,0.4274
2013,Band-pass filters,1,0.4274
2013,Multiple signal classification,1,0.4274
2013,Gold,2,0.8547
2013,Training data,1,0.4274
2013,Pain,1,0.4274
2013,Engines,1,0.4274
2013,Tagging,1,0.4274
2013,Natural language processing,1,0.4274
2013,Manuals,1,0.4274
2013,Availability,1,0.4274
2013,Current measurement,1,0.4274
2013,Biomedical monitoring,2,0.8547
2013,Cameras,1,0.4274
2013,Heart rate,3,1.2821
2013,Predictive models,3,1.2821
2013,Adaptation models,1,0.4274
2013,Differential equations,1,0.4274
2013,Mathematical model,1,0.4274
2013,Eigenvalues and eigenfunctions,1,0.4274
2013,Cultural differences,1,0.4274
2013,Data visualization,1,0.4274
2013,Principal component analysis,2,0.8547
2013,Biological system modeling,2,0.8547
2013,Machine learning,1,0.4274
2013,Estimation,1,0.4274
2013,Manifolds,1,0.4274
2013,Speech processing,1,0.4274
2013,Image sequences,1,0.4274
2013,Image segmentation,1,0.4274
2013,Noise reduction,1,0.4274
2013,Multiresolution analysis,1,0.4274
2013,Low pass filters,1,0.4274
2013,Kalman filters,1,0.4274
2013,Receivers,1,0.4274
2013,Encryption,1,0.4274
2013,Servers,1,0.4274
2013,Sentiment analysis,2,0.8547
2013,Data mining,1,0.4274
2013,Human factors,1,0.4274
2013,Motion control,1,0.4274
2013,Monitoring,1,0.4274
2013,Wearable computers,1,0.4274
2013,Sensors,1,0.4274
2013,Acceleration,1,0.4274
2013,Skin conductance levels,1,0.4274
2013,Temperature sensors,1,0.4274
2012,Ethics,12,4.2857
2012,Robots,6,2.1429
2012,Psychology,6,2.1429
2012,Behavioral science,2,0.7143
2012,Human factors,10,3.5714
2012,Linguistics,1,0.3571
2012,Training,2,0.7143
2012,Pragmatics,1,0.3571
2012,YouTube,1,0.3571
2012,Speech recognition,5,1.7857
2012,Acoustics,2,0.7143
2012,Context awareness,4,1.4286
2012,Robot sensing systems,1,0.3571
2012,Business process re-engineering,1,0.3571
2012,Emotion recognition,15,5.3571
2012,Senior citizens,1,0.3571
2012,Computer industry,1,0.3571
2012,Special issues and sections,3,1.0714
2012,Prediction algorithms,1,0.3571
2012,Content management,1,0.3571
2012,Inference algorithms,1,0.3571
2012,Collaboration,1,0.3571
2012,Man machine systems,2,0.7143
2012,Cognition,1,0.3571
2012,Advertising,1,0.3571
2012,Media,1,0.3571
2012,Face recognition,1,0.3571
2012,Videos,5,1.7857
2012,Internet,1,0.3571
2012,Content awareness,1,0.3571
2012,Artificial intelligence,2,0.7143
2012,Computational modeling,6,2.1429
2012,Process control,1,0.3571
2012,Computer architecture,1,0.3571
2012,Physiology,8,2.8571
2012,Feature extraction,6,2.1429
2012,Partitioning algorithms,1,0.3571
2012,Algorithm design and analysis,1,0.3571
2012,Motion segmentation,1,0.3571
2012,Entertainment,1,0.3571
2012,Computer vision,1,0.3571
2012,Information processing,1,0.3571
2012,Correlation,3,1.0714
2012,Robot kinematics,2,0.7143
2012,Encoding,2,0.7143
2012,Speech,7,2.5
2012,Heart rate variability,2,0.7143
2012,Detectors,2,0.7143
2012,Biomedical monitoring,1,0.3571
2012,Electrocardiography,4,1.4286
2012,Electromyography,3,1.0714
2012,Avatars,2,0.7143
2012,Humans,12,4.2857
2012,Face,6,2.1429
2012,Filling,1,0.3571
2012,Cameras,2,0.7143
2012,Computers,4,1.4286
2012,Psychoacoustic models,1,0.3571
2012,Context,8,2.8571
2012,Noise,1,0.3571
2012,Glass,1,0.3571
2012,Appraisal,4,1.4286
2012,Support vector machines,2,0.7143
2012,Accuracy,1,0.3571
2012,Kernel,1,0.3571
2012,Databases,6,2.1429
2012,Transfer functions,1,0.3571
2012,Stress measurement,1,0.3571
2012,Stress,2,0.7143
2012,Tracking,1,0.3571
2012,Imaging,1,0.3571
2012,Synchronization,1,0.3571
2012,Biological system modeling,1,0.3571
2012,Real time systems,2,0.7143
2012,Visualization,3,1.0714
2012,Prosthetics,1,0.3571
2012,Electroencephalography,3,1.0714
2012,Entropy,1,0.3571
2012,Educational institutions,2,0.7143
2012,Lattices,1,0.3571
2012,Association rules,1,0.3571
2012,Semantics,1,0.3571
2012,Semantic Web,1,0.3571
2012,Ontologies,1,0.3571
2012,Real-time systems,1,0.3571
2012,Prototypes,2,0.7143
2012,Protocols,1,0.3571
2012,Muscles,2,0.7143
2012,Electrodes,1,0.3571
2012,Fatigue,1,0.3571
2012,Sensors,2,0.7143
2012,Mood,1,0.3571
2012,Mobile communication,1,0.3571
2012,Social network services,1,0.3571
2012,Mobile computing,1,0.3571
2012,Predictive models,2,0.7143
2012,IEEE Transactions on Affective Computing,2,0.7143
2012,Particle measurements,1,0.3571
2012,Skin,1,0.3571
2012,Atmospheric measurements,1,0.3571
2012,Observers,1,0.3571
2012,Acceleration,1,0.3571
2012,Tagging,2,0.7143
2012,Motion pictures,2,0.7143
2012,Multimedia communication,2,0.7143
2012,Logic gates,1,0.3571
2012,Hidden Markov models,2,0.7143
2012,Viterbi algorithm,1,0.3571
2012,Recurrent neural networks,1,0.3571
2012,Context modeling,2,0.7143
2012,Consumer electronics,1,0.3571
2012,Materials,1,0.3571
2012,Motorcycles,1,0.3571
2012,Software agents,1,0.3571
2012,Buildings,1,0.3571
2012,Solids,1,0.3571
2012,Knowledge based systems,1,0.3571
2012,Monitoring,1,0.3571
2012,Animals,2,0.7143
2012,Decision making,1,0.3571
2012,Signal processing,1,0.3571
2012,Electronic mail,1,0.3571
2012,Resource management,1,0.3571
2012,Behavioral sciences,1,0.3571
2012,Speech processing,1,0.3571
2012,System analysis and design,1,0.3571
2012,Cultural differences,1,0.3571
2012,Wires,1,0.3571
2012,Decoding,1,0.3571
2011,Face recognition,4,3.4188
2011,Training,2,1.7094
2011,Shape analysis,1,0.8547
2011,Feature extraction,9,7.6923
2011,Human factors,2,1.7094
2011,Complexity theory,1,0.8547
2011,Testing,1,0.8547
2011,Web pages,1,0.8547
2011,Electrooculography,1,0.8547
2011,Behavioral science,3,2.5641
2011,Web and internet services,1,0.8547
2011,Psychology,1,0.8547
2011,Hidden Markov models,3,2.5641
2011,Emotion recognition,8,6.8376
2011,Speech recognition,3,2.5641
2011,Speech processing,3,2.5641
2011,Acoustics,3,2.5641
2011,Information analysis,1,0.8547
2011,Data mining,1,0.8547
2011,Syntactics,1,0.8547
2011,Semantics,4,3.4188
2011,Context modeling,1,0.8547
2011,Algorithm design and analysis,2,1.7094
2011,Video equipment,1,0.8547
2011,Heart rate variability,1,0.8547
2011,Monitoring,1,0.8547
2011,Biomedical monitoring,1,0.8547
2011,Electrocardiography,1,0.8547
2011,Games,3,2.5641
2011,Physiology,1,0.8547
2011,Quantum cascade lasers,1,0.8547
2011,Filtering,1,0.8547
2011,Sensors,2,1.7094
2011,Content distribution networks,1,0.8547
2011,Computational modeling,1,0.8547
2011,User interfaces,2,1.7094
2011,Adaptation model,1,0.8547
2011,Data models,1,0.8547
2011,Human computer interaction,1,0.8547
2011,Heuristic algorithms,2,1.7094
2011,Videos,1,0.8547
2011,Animation,1,0.8547
2011,Humans,2,1.7094
2011,Trajectory,1,0.8547
2011,Visualization,2,1.7094
2011,Head,1,0.8547
2011,Three dimensional displays,1,0.8547
2011,Real time systems,2,1.7094
2011,Special issues and sections,1,0.8547
2011,Gold,1,0.8547
2011,Face,1,0.8547
2011,Active appearance model,1,0.8547
2011,Facial features,1,0.8547
2011,Support vector machines,1,0.8547
2011,Accuracy,1,0.8547
2011,Public speaking,1,0.8547
2011,Speech,1,0.8547
2011,Muscles,1,0.8547
2011,Thermal analysis,1,0.8547
2011,Image processing,2,1.7094
2011,Encoding,1,0.8547
2011,Customer service,1,0.8547
2011,Training data,1,0.8547
2011,Classification algorithms,1,0.8547
2011,Subspace constraints,1,0.8547
2011,Decision trees,1,0.8547
2011,Probability distribution,1,0.8547
2011,Thesauri,1,0.8547
2011,Pragmatics,1,0.8547
2011,Mutual information,1,0.8547
2011,Ontologies,1,0.8547
2011,Pattern recognition,1,0.8547
2011,Frequency modulation,1,0.8547
2011,Classification,1,0.8547
2010,Image color analysis,1,1.25
2010,Electroencephalography,2,2.5
2010,Feature extraction,2,2.5
2010,Virtual reality,1,1.25
2010,Electronic mail,1,1.25
2010,Interference,1,1.25
2010,Neurons,1,1.25
2010,Emotion recognition,4,5.0
2010,Brain,1,1.25
2010,Speech recognition,2,2.5
2010,Databases,1,1.25
2010,Acoustics,1,1.25
2010,Heart rate variability,1,1.25
2010,Particle measurements,1,1.25
2010,Auditory system,1,1.25
2010,Atmospheric measurements,1,1.25
2010,Support vector machines,1,1.25
2010,Temperature,1,1.25
2010,Galvanizing,1,1.25
2010,Patient monitoring,1,1.25
2010,Phase detection,1,1.25
2010,Heart rate measurement,1,1.25
2010,Dementia,1,1.25
2010,Skin,1,1.25
2010,Computer architecture,1,1.25
2010,Heart rate,1,1.25
2010,Computational modeling,2,2.5
2010,Man machine systems,1,1.25
2010,Robots,1,1.25
2010,Games,1,1.25
2010,Face detection,1,1.25
2010,Statistical analysis,1,1.25
2010,Humans,2,2.5
2010,Biological system modeling,1,1.25
2010,Books,1,1.25
2010,Design for experiments,1,1.25
2010,Application software,1,1.25
2010,Frequency,1,1.25
2010,Collaboration,1,1.25
2010,Biology computing,1,1.25
2010,Inference algorithms,1,1.25
2010,Psychology,1,1.25
2010,Human computer interaction,1,1.25
2010,Temperature distribution,2,2.5
2010,Stress,2,2.5
2010,MOSFET circuits,2,2.5
2010,Electrons,2,2.5
2010,Degradation,2,2.5
2010,High-K gate dielectrics,2,2.5
2010,High K dielectric materials,2,2.5
2010,Voltage,2,2.5
2010,Chemicals,2,2.5
2010,Hot carriers,2,2.5
2010,Computer displays,1,1.25
2010,Hospitals,1,1.25
2010,Physics computing,1,1.25
2010,Monitoring,1,1.25
2010,Face,1,1.25
2010,Facial animation,1,1.25
2010,Natural languages,1,1.25
2010,Medical services,1,1.25
2010,Speech,1,1.25
